Id,Gender,avg(Age),avg(AvgTime)
5275,F,32.0000,19357.000000000
5276,M,47.0000,17729.000000000
5277,M,42.0000,13893.000000000
5278,F,27.0000,18093.000000000
5279,F,47.0000,16496.000000000
5280,F,32.0000,17074.000000000
5281,F,21.0000,18454.000000000
5282,F,32.0000,21109.000000000
5283,F,45.5000,17588.500000000
5284,M,27.0000,15478.000000000
5285,M,52.0000,17451.000000000
5286,M,40.3333,17695.666666666
5287,M,32.0000,23046.000000000
5288,F,47.0000,16775.000000000
5289,F,36.2500,16777.750000000
5290,M,27.0000,16046.000000000
5291,M,45.0000,15155.500000000
5292,M,42.0000,17794.000000000
5293,M,42.0000,11769.000000000
5294,M,37.0000,14566.000000000
5295,M,23.7000,13621.400000000
5296,M,-1.0000,15909.000000000
5297,M,32.0000,16311.000000000
5298,F,42.0000,19517.000000000
5299,F,42.0000,18859.000000000
5300,F,35.8000,16867.200000000
5301,M,34.5000,16241.000000000
5302,M,27.0000,24760.000000000
5303,M,62.0000,19323.000000000
5304,F,47.0000,18100.000000000
5305,M,32.0000,11923.000000000
5306,M,37.0000,21600.000000000
5307,M,32.0000,16375.000000000
5308,F,47.0000,20453.000000000
5309,M,37.0000,10343.000000000
5310,M,57.0000,15540.000000000
5311,M,53.6667,15397.000000000
5312,F,37.0000,12402.000000000
5313,M,47.0000,16122.000000000
5314,F,21.0000,16878.000000000
5315,F,42.0000,14194.000000000
5316,F,47.0000,14800.000000000
5317,M,42.0000,21600.000000000
5318,M,37.0000,13541.000000000
5319,F,42.0000,21271.666666666
5321,M,37.0000,21907.000000000
5322,M,32.0000,11906.000000000
5323,F,35.6667,16460.833333333
5324,F,48.2500,22829.500000000
5325,M,48.6667,14702.000000000
5326,M,42.0000,19067.500000000
5327,M,32.0000,14145.000000000
5328,F,22.5000,12763.500000000
5329,M,52.0000,19955.000000000
5330,M,47.0000,13865.000000000
5331,M,32.6000,14813.400000000
5332,M,13.0000,13321.000000000
5333,M,42.0000,20188.000000000
5334,M,27.0000,12461.000000000
5335,F,27.0000,19499.000000000
5336,M,52.0000,11701.000000000
5337,M,38.0000,11532.000000000
5338,M,37.0000,15087.000000000
5339,M,32.0000,23324.000000000
5340,M,32.0000,18411.000000000
5341,M,57.0000,16684.000000000
5342,M,21.0000,18466.000000000
5343,F,27.0000,15859.000000000
5344,M,46.4545,16917.818181818
5345,M,32.0000,13952.000000000
5346,M,42.0000,20936.000000000
5347,M,72.0000,19822.500000000
5349,M,47.0000,15302.000000000
5350,F,57.2500,24356.000000000
5352,M,37.0000,20583.000000000
5353,M,42.0000,16934.000000000
5354,M,74.0000,18129.000000000
5355,M,27.0000,17408.000000000
5356,F,27.0000,17088.000000000
5357,M,27.0000,20173.500000000
5358,M,27.0000,20917.000000000
5359,M,28.6667,13609.333333333
5360,M,37.0000,24422.000000000
5361,M,62.0000,17928.000000000
5362,F,47.0000,16640.000000000
5363,M,57.0000,15271.000000000
5364,F,42.0000,19428.000000000
5365,M,32.0000,14087.000000000
5366,M,44.5000,15833.750000000
5367,F,42.0000,16601.857142857
5368,M,43.7143,17807.571428571
5369,M,37.0000,13242.000000000
5370,M,47.0000,17577.000000000
5371,F,42.0000,22194.000000000
5372,F,32.0000,17281.000000000
5373,M,37.0000,15175.000000000
5374,M,22.0000,18207.400000000
5375,M,42.0000,16172.000000000
5376,M,62.0000,21004.000000000
5377,M,42.0000,13426.000000000
5379,M,37.0000,11992.000000000
5380,M,42.0000,16046.000000000
5381,M,45.2500,18941.750000000
5382,F,32.0000,16934.000000000
5383,F,32.6667,17434.666666666
5384,F,27.0000,20487.000000000
5385,M,22.3333,13622.000000000
5386,M,16.0000,16165.000000000
5387,M,41.1667,15594.333333333
5388,M,32.0000,14235.000000000
5389,F,37.0000,15498.000000000
5390,M,42.6667,16136.666666666
5391,F,42.0000,13596.000000000
5392,M,32.0000,17527.000000000
5393,F,21.0000,21628.000000000
5394,F,27.0000,21183.000000000
5395,F,27.0000,25523.000000000
5396,M,42.0000,16287.500000000
5397,M,37.0000,16089.500000000
5398,F,47.0000,16905.000000000
5399,F,47.0000,21889.000000000
5400,F,32.0000,15376.000000000
5401,M,52.0000,25945.000000000
5402,M,37.0000,19895.000000000
5403,M,32.0000,16938.000000000
5404,M,37.2000,13630.000000000
5405,F,27.0000,14578.000000000
5406,M,37.0000,15261.000000000
5407,M,52.0000,15759.000000000
5408,F,32.0000,15234.000000000
5409,M,31.0000,12211.333333333
5410,M,37.0000,15672.000000000
5411,M,27.0000,14420.000000000
5412,M,24.5000,19665.500000000
5413,F,37.0000,15545.000000000
5414,F,47.0000,23451.000000000
5415,M,42.5000,17000.000000000
5417,M,42.0000,19505.000000000
5418,M,37.0000,21600.000000000
5419,F,37.0000,16354.000000000
5420,F,32.0000,17846.000000000
5421,F,42.0000,20973.000000000
5422,M,41.0000,17728.000000000
5423,M,36.0000,13327.666666666
5424,M,42.0000,15795.000000000
5425,M,42.0000,24865.000000000
5426,M,47.0000,12043.000000000
5427,M,35.5000,12570.500000000
5428,F,37.0000,19318.000000000
5429,F,52.0000,17967.000000000
5430,M,32.0000,11951.000000000
5431,M,42.0000,16341.333333333
5432,M,32.0000,16330.000000000
5433,M,30.5000,16655.000000000
5434,M,21.0000,12695.000000000
5435,M,21.0000,13747.000000000
5436,M,37.0000,19544.000000000
5437,M,47.0000,13032.000000000
5438,F,44.0000,16204.000000000
5439,M,37.0000,13108.000000000
5440,F,43.3333,14701.666666666
5441,M,57.0000,15784.000000000
5442,F,32.0000,16899.000000000
5443,M,32.0000,18432.000000000
5444,M,47.0000,16072.000000000
5445,M,46.4000,18838.800000000
5446,M,21.0000,9570.000000000
5447,F,29.6667,15463.333333333
5448,F,21.0000,14664.000000000
5449,M,25.5000,32433.500000000
5450,M,37.0000,17250.000000000
5451,M,42.0000,16935.000000000
5452,M,37.0000,11873.000000000
5453,F,20.0000,19036.000000000
5454,M,28.0000,11162.500000000
5455,M,57.0000,16162.000000000
5456,M,52.6667,18600.666666666
5457,M,35.5000,10074.000000000
5459,F,47.0000,21600.000000000
5460,M,32.0000,19659.000000000
5461,M,21.0000,20090.000000000
5462,M,39.5000,18147.000000000
5463,M,62.0000,23355.000000000
5464,F,27.0000,19631.500000000
5465,F,27.0000,18012.000000000
5466,F,49.3333,17443.333333333
5467,M,32.0000,19926.000000000
5468,M,43.0000,19096.714285714
5470,M,42.0000,23302.000000000
5471,M,37.0000,12521.000000000
5472,M,46.0000,20981.666666666
5473,F,37.0000,19346.333333333
5474,M,43.7500,16336.000000000
5475,M,21.0000,14228.000000000
5476,F,37.0000,12721.000000000
5477,F,25.5000,14505.500000000
5478,F,27.0000,16005.000000000
5479,F,37.0000,19816.000000000
5480,M,21.0000,20526.000000000
5481,F,27.0000,12538.000000000
5482,F,43.0000,13992.500000000
5483,M,45.5000,18719.000000000
5484,M,37.0000,18720.000000000
5485,M,27.0000,13227.000000000
5486,M,37.0000,16014.000000000
5487,M,32.0000,15178.000000000
5488,M,32.0000,17231.000000000
5489,F,37.0000,16436.000000000
5490,M,49.5000,19347.000000000
5491,M,42.0000,19514.000000000
5492,M,21.0000,22086.000000000
5493,M,21.0000,13302.000000000
5494,F,27.0000,15448.000000000
5495,F,53.0000,15605.500000000
5496,F,28.3333,16518.333333333
5497,F,27.0000,17281.000000000
5498,M,45.1429,13638.285714285
5499,M,27.0000,14751.000000000
5500,M,37.2500,11549.750000000
5501,M,32.0000,12932.000000000
5502,M,47.0000,17386.000000000
5503,M,43.0000,18386.000000000
5504,F,42.0000,15905.000000000
5505,M,32.0000,14654.000000000
5506,F,37.0000,21600.000000000
5507,F,42.0000,17316.000000000
5508,M,35.5000,11784.500000000
5509,M,46.1429,13487.428571428
5510,M,32.0000,17100.500000000
5511,M,57.0000,18796.000000000
5512,M,32.0000,17061.000000000
5513,M,47.0000,13207.000000000
5514,M,27.0000,12583.000000000
5515,M,42.0000,19207.000000000
5516,M,35.5000,19737.000000000
5517,M,44.5000,23907.500000000
5518,M,36.3636,14617.363636363
5519,M,53.0000,17072.500000000
5520,M,37.0000,18755.000000000
5521,F,32.0000,18630.000000000
5522,F,35.5000,15331.500000000
5523,F,34.5000,19511.500000000
5524,M,27.0000,17705.000000000
5525,M,70.0000,21630.000000000
5526,M,47.0000,15821.000000000
5527,F,42.0000,24959.000000000
5528,M,56.0000,17188.166666666
5529,F,37.0000,16614.000000000
5530,M,32.6667,15050.333333333
5531,F,21.0000,23329.000000000
5532,M,37.0000,15962.000000000
5533,F,21.0000,19726.000000000
5534,M,32.0000,13954.000000000
5535,F,27.0000,13515.000000000
5536,M,37.0000,16337.000000000
5537,M,37.0000,13027.000000000
5538,M,42.0000,15522.000000000
5539,F,32.0000,11403.000000000
5540,M,27.0000,20125.333333333
5541,M,42.0000,15347.000000000
5542,M,45.5000,12849.000000000
5543,M,37.0000,19384.000000000
5544,F,43.0000,13650.000000000
5545,M,32.0000,13462.000000000
5546,F,25.0000,17587.500000000
5547,M,44.5000,14538.500000000
5548,M,37.0000,12010.000000000
5550,M,27.0000,15184.000000000
5551,M,42.0000,14612.000000000
5552,M,62.0000,14110.000000000
5553,M,37.0000,14112.000000000
5554,F,32.0000,19610.000000000
5555,M,21.5000,17414.500000000
5556,M,33.0000,16122.000000000
5557,M,32.0000,14483.000000000
5558,M,43.0000,13713.750000000
5559,M,54.5000,16893.500000000
5560,M,37.6667,15317.333333333
5561,M,27.0000,16059.000000000
5562,F,21.0000,17939.000000000
5563,M,42.0000,14741.000000000
5564,M,47.0000,11463.000000000
5565,M,27.6667,12019.333333333
5566,M,21.0000,21259.000000000
5567,M,32.0000,17826.000000000
5568,F,33.0000,14992.000000000
5570,M,57.0000,14236.000000000
5571,M,35.0000,14252.666666666
5572,M,52.0000,14357.000000000
5573,M,45.3333,17212.666666666
5574,M,42.4000,12072.200000000
5575,F,39.5000,17803.500000000
5576,F,42.0000,21758.000000000
5577,M,21.0000,22720.000000000
5578,M,37.0000,14996.000000000
5579,M,47.0000,11046.000000000
5580,M,42.2857,13838.857142857
5581,M,47.0000,16435.875000000
5582,F,42.0000,21613.000000000
5583,F,32.0000,17643.000000000
5584,F,27.0000,14968.000000000
5585,M,42.5714,14656.857142857
5586,M,42.0000,14160.000000000
5588,M,57.0000,20735.000000000
5589,M,52.0000,13581.000000000
5590,M,21.0000,14595.000000000
5591,F,38.8333,15526.000000000
5592,M,43.0000,14775.500000000
5593,M,32.0000,14150.000000000
5594,M,21.0000,16620.000000000
5595,F,37.6667,19122.000000000
5596,M,37.0000,16731.000000000
5597,M,21.0000,13221.000000000
5598,M,43.0000,12842.000000000
5599,M,21.0000,12528.000000000
5600,F,47.0000,19389.000000000
5601,M,32.0000,15207.000000000
5602,M,42.0000,16469.000000000
5603,M,63.0000,14293.500000000
5604,M,43.0000,14192.500000000
5605,F,33.2500,18217.000000000
5606,F,42.0000,17900.000000000
5607,F,26.1429,19857.571428571
5608,M,52.3333,19656.166666666
5609,F,59.5000,18363.000000000
5610,F,32.5000,17237.000000000
5611,M,42.0000,17903.000000000
5612,M,32.0000,12956.000000000
5613,M,42.0000,14760.000000000
5614,F,37.0000,15764.000000000
5615,M,18.8333,12388.500000000
5616,M,27.0000,15212.000000000
5617,M,27.0000,15473.000000000
5618,M,44.5000,11904.000000000
5619,M,57.0000,14291.666666666
5620,M,45.0000,15230.000000000
5621,M,37.0000,19589.000000000
5622,M,42.0000,17202.000000000
5623,M,47.0000,11358.000000000
5624,M,52.0000,14329.500000000
5625,M,32.0000,11378.000000000
5626,M,42.0000,11657.000000000
5627,F,47.0000,16552.000000000
5628,M,50.2000,15426.800000000
5629,F,21.0000,19510.000000000
5630,M,21.0000,15478.000000000
5631,M,42.0000,21844.000000000
5632,M,44.8000,16680.500000000
5633,F,21.0000,19823.000000000
5634,M,21.0000,14024.000000000
5636,F,47.0000,19090.000000000
5637,M,37.0000,16920.000000000
5638,M,42.0000,14538.000000000
5639,F,27.0000,17302.000000000
5640,M,57.0000,25202.000000000
5641,M,52.0000,22930.000000000
5642,M,42.0000,16266.000000000
5643,M,37.0000,15236.000000000
5644,M,54.6667,15944.583333333
5645,M,52.0000,13800.000000000
5646,M,37.0000,14473.000000000
5647,M,27.0000,21600.000000000
5648,M,32.0000,13763.000000000
5649,M,42.0000,14128.000000000
5650,M,32.0000,18699.000000000
5651,M,52.0000,14363.000000000
5652,M,21.0000,21836.000000000
5653,M,38.6667,14465.666666666
5654,M,32.0000,16121.000000000
5655,F,21.0000,22824.000000000
5656,F,32.0000,16467.000000000
5657,M,35.5000,17769.000000000
5658,F,22.3333,13714.333333333
5659,M,45.0000,15142.000000000
5660,F,21.0000,15403.000000000
5661,M,42.0000,13681.000000000
5662,M,52.0000,16564.000000000
5663,M,37.0000,14431.400000000
5664,M,45.5000,14033.000000000
5665,M,62.0000,17964.500000000
5666,M,35.5000,15480.000000000
5667,F,19.6667,13624.666666666
5669,M,32.0000,16903.000000000
5670,M,34.0000,15282.909090909
5671,M,27.0000,13667.500000000
5673,F,32.0000,19076.000000000
5674,F,35.3333,18739.000000000
5675,M,39.5000,14768.000000000
5676,M,52.0000,12331.000000000
5677,F,21.0000,17682.000000000
5678,M,37.0000,12536.000000000
5679,F,27.0000,16817.000000000
5680,M,37.0000,21195.000000000
5681,F,21.0000,15476.000000000
5682,M,40.3333,15671.000000000
5684,M,37.0000,18942.666666666
5685,M,27.0000,11853.000000000
5686,M,32.0000,14150.500000000
5687,M,37.0000,12060.000000000
5688,M,27.0000,17136.000000000
5689,F,47.0000,18302.000000000
5690,F,32.0000,20200.500000000
5691,M,21.0000,18818.000000000
5692,F,52.0000,15564.500000000
5693,M,37.0000,13123.000000000
5694,M,49.5000,16405.000000000
5695,M,37.0000,13849.000000000
5696,M,32.9000,18746.800000000
5697,M,67.0000,19036.000000000
5698,F,27.0000,16502.000000000
5699,M,38.6667,19026.333333333
5700,F,32.0000,15451.000000000
5701,F,37.0000,18892.000000000
5702,M,27.0000,14823.000000000
5703,F,27.0000,21462.000000000
5704,M,37.0000,25183.000000000
5705,F,50.0000,14267.333333333
5706,M,37.0000,14369.000000000
5707,F,27.0000,13948.000000000
5708,M,52.0000,13710.000000000
5709,M,33.0000,12658.750000000
5710,M,27.0000,20654.000000000
5711,M,47.0000,14444.000000000
5712,F,32.0000,21600.000000000
5713,M,21.0000,12974.333333333
5714,M,37.0000,14213.000000000
5715,M,27.0000,18929.000000000
5716,M,37.0000,16558.333333333
5717,M,32.0000,8559.000000000
5718,M,57.0000,11265.000000000
5719,M,32.0000,13720.000000000
5720,M,21.0000,14315.000000000
5721,F,27.0000,20475.000000000
5722,M,57.0000,16165.000000000
5723,F,42.0000,13539.000000000
5725,M,21.0000,14012.000000000
5726,M,27.0000,13024.000000000
5727,M,27.0000,16624.500000000
5728,M,32.0000,14704.000000000
5729,M,47.0000,18642.142857142
5730,M,51.1429,16108.142857142
5731,F,27.0000,20745.000000000
5732,M,27.0000,14665.000000000
5733,M,42.0000,16486.000000000
5734,M,32.0000,14744.500000000
5735,M,32.0000,12646.000000000
5736,F,37.0000,23357.000000000
5737,M,42.0000,15379.000000000
5738,M,37.0000,17026.000000000
5739,F,32.0000,14857.000000000
5740,M,32.6667,13580.666666666
5741,M,37.0000,15675.000000000
5742,M,21.0000,15092.000000000
5743,M,25.5000,13545.500000000
5744,M,52.0000,17445.500000000
5745,M,32.0000,18751.000000000
5746,M,54.0000,13693.000000000
5747,F,47.0000,17683.000000000
5748,M,42.0000,17144.000000000
5749,M,52.0000,20562.000000000
5750,M,37.0000,17711.000000000
5751,M,32.0000,14226.000000000
5752,F,42.0000,16984.000000000
5753,F,59.4000,17874.600000000
5754,M,42.0000,14150.000000000
5755,M,42.0000,20213.500000000
5756,F,43.0000,13998.500000000
5757,M,42.0000,18003.000000000
5758,M,52.0000,17602.000000000
5759,F,25.0000,13990.666666666
5760,M,21.2500,16787.000000000
5761,M,57.0000,17698.000000000
5762,F,47.0000,17517.000000000
5763,M,47.0000,16622.000000000
5764,M,33.0000,12847.500000000
5765,M,37.0000,14181.000000000
5766,F,37.0000,14615.000000000
5767,M,42.0000,13250.000000000
5768,M,32.6667,15364.666666666
5769,M,54.5000,14839.000000000
5770,F,27.0000,10845.500000000
5771,M,36.4000,16023.200000000
5772,M,32.0000,11732.000000000
5773,M,32.0000,13736.000000000
5774,M,21.0000,23654.000000000
5775,F,54.5000,17665.500000000
5776,M,37.0000,18106.500000000
5777,M,25.5000,13762.000000000
5778,M,52.0000,16143.000000000
5779,M,62.0000,24137.000000000
5780,M,39.0000,16039.000000000
5781,M,42.0000,17258.000000000
5782,F,37.0000,16820.000000000
5783,M,63.6667,21644.333333333
5784,M,37.0000,16598.500000000
5785,M,34.0000,15619.000000000
5786,M,46.2500,17497.750000000
5787,F,57.0000,14499.000000000
5788,F,52.0000,15993.000000000
5789,M,33.3333,14377.333333333
5790,M,43.3750,16724.250000000
5791,M,27.0000,12086.000000000
5792,M,37.0000,16234.000000000
5793,M,32.0000,21719.000000000
5794,M,32.0000,19682.000000000
5795,M,37.0000,15665.000000000
5796,F,27.0000,18043.666666666
5797,M,35.5000,15473.750000000
5798,M,44.5000,20101.000000000
5799,F,21.0000,15022.000000000
5800,M,49.5000,16196.500000000
5801,M,32.0000,14849.000000000
5802,M,21.0000,21658.000000000
5803,M,32.0000,19970.000000000
5804,M,52.0000,17592.000000000
5805,F,37.0000,22801.000000000
5806,M,42.6667,16185.000000000
5807,M,37.0000,12802.000000000
5808,M,38.0000,16438.500000000
5809,M,40.3333,13160.666666666
5810,M,32.0000,17377.500000000
5811,M,25.5000,13592.500000000
5812,M,24.0000,13188.333333333
5813,M,21.0000,14416.000000000
5814,M,42.0000,13567.000000000
5815,M,70.0000,16167.000000000
5816,M,37.0000,11584.000000000
5817,F,45.5000,16204.000000000
5818,M,52.0000,14138.000000000
5819,M,47.0000,14089.000000000
5820,M,62.0000,16030.500000000
5821,M,56.2500,13547.000000000
5822,M,42.0000,16148.000000000
5823,F,27.0000,14685.000000000
5824,F,42.0000,14701.000000000
5825,M,35.0000,12380.333333333
5826,F,47.6667,14858.333333333
5827,M,25.0000,15422.666666666
5828,M,57.0000,13516.000000000
5829,M,32.0000,18777.000000000
5831,M,47.0000,14536.000000000
5832,M,62.0000,24779.000000000
5833,M,50.3333,17527.333333333
5835,M,43.7500,12793.500000000
5836,M,42.8571,14072.571428571
5837,F,49.5000,19544.000000000
5838,M,37.0000,17289.000000000
5839,M,47.0000,18774.500000000
5840,F,47.0000,20239.000000000
5841,F,21.0000,12205.000000000
5842,M,37.0000,14529.333333333
5843,M,21.0000,19849.000000000
5844,M,42.0000,21490.000000000
5845,F,47.0000,18668.000000000
5846,M,37.0000,20054.000000000
5847,M,32.0000,20975.000000000
5848,M,52.0000,13419.000000000
5849,M,21.0000,19390.000000000
5850,M,43.7500,13155.000000000
5851,M,36.6364,13916.909090909
5852,M,42.0000,11792.000000000
5853,M,62.0000,18678.000000000
5854,F,40.5000,16054.000000000
5855,M,43.0000,18106.000000000
5856,F,41.5000,17025.666666666
5857,M,47.0000,21954.000000000
5858,M,57.0000,14281.000000000
5859,M,47.0000,14197.000000000
5860,M,28.0000,14297.500000000
5861,M,48.2857,16505.571428571
5862,F,27.0000,19478.000000000
5863,F,47.0000,20329.000000000
5864,F,42.6667,16042.333333333
5865,F,57.0000,19679.000000000
5866,F,42.0000,19749.000000000
5867,M,32.0000,24100.000000000
5868,M,29.7500,13834.375000000
5869,M,27.0000,19027.000000000
5870,M,27.0000,13047.000000000
5871,M,32.0000,21600.000000000
5872,F,25.0000,15058.833333333
5873,M,47.0000,12820.000000000
5874,M,62.0000,12907.000000000
5875,M,47.0000,14264.000000000
5876,M,52.0000,17775.666666666
5877,F,32.0000,14812.000000000
5878,M,52.0000,25785.000000000
5879,M,62.0000,18192.000000000
5880,M,42.0000,12783.000000000
5881,M,32.0000,14353.000000000
5882,M,37.0000,21265.000000000
5883,M,32.0000,16028.000000000
5884,M,20.0000,15525.500000000
5885,F,27.0000,17291.666666666
5886,F,47.0000,16041.000000000
5887,F,35.5000,14580.000000000
5888,M,32.0000,16504.000000000
5889,M,43.6667,11790.666666666
5890,M,42.0000,16755.000000000
5891,M,21.0000,14631.333333333
5892,M,42.0000,12655.000000000
5893,M,37.0000,21206.666666666
5894,M,57.0000,16919.000000000
5895,M,22.5000,12482.000000000
5896,M,42.0000,19590.000000000
5897,M,42.0000,17784.000000000
5898,M,27.0000,22321.000000000
5899,M,47.3333,15942.333333333
5900,M,47.0000,24268.500000000
5901,M,42.5455,17158.272727272
5902,M,57.0000,15788.000000000
5903,M,37.0000,18603.000000000
5904,F,32.0000,15522.000000000
5905,M,43.0000,12671.500000000
5906,M,42.4000,16638.400000000
5908,M,37.0000,20190.000000000
5909,M,45.9000,15859.100000000
5910,F,42.0000,14199.000000000
5911,F,42.0000,19799.000000000
5912,M,34.5000,16404.250000000
5913,M,67.0000,22286.000000000
5914,M,33.3333,13558.666666666
5915,M,32.0000,14003.000000000
5916,F,33.0000,12289.500000000
5917,M,32.0000,13605.000000000
5918,F,27.0000,20275.000000000
5919,M,35.3333,19586.000000000
5920,M,32.0000,14627.000000000
5921,M,32.0000,13706.000000000
5922,M,36.0000,18484.666666666
